identifier,id_type,n_accounts,n_open,accounts,locations,suppliers,account_styles,replaced_on,months_with_kwh,overlap_months,surplus_kwh,surplus_tco2e,classification
0000024050WE5E2,ICP,4,2,Eco_ICP_0000024050WE5E2 | 3504_ICP_0000024050WE5E2 | 5013_ICP_0000024050WE5E2 | Eco_ICP_0000024050WE5E2,Hastings Depot | Asphalt Prod - Hamilton | _CLOSED_Asphalt_Hamilton | Asphalt Prod - Hamilton, | Downer | Downer | Ecotricity,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],open | 30 Apr 2023 | 30 Jun 2022 | open,"Mar26,Apr26,May26,Jun26,Jul26 | none | none | Mar26,Apr26,May26,Jun26,Jul26,Aug26","Mar26,Apr26,May26,Jun26,Jul26",237174,23.98,"Live double count - both open, data in the same months"
3036098256,NMI,2,2,A-313CFBA6_3036098256 | A-9F0E2528_3036098256,RPQ Mackay Depot | RPQ Mackay Depot,Ergon | Ergon,Electricity Small Market | Electricity Small Market,open | open,"Mar26,Apr26,May26,Jun26,Jul26,Aug26 | Jun26,Jul26,Aug26","Jun26,Jul26,Aug26",5471,3.67,"Live double count - both open, data in the same months"
0003140222AAD30,ICP,2,2,0003140222AAD30 | 0003140222AAD30,68 Ihumatao Road  Mangere | Downer Cranes Auckland,Meridian | Meridian,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],open | open,"Mar26,Apr26,May26,Jun26,Jul26,Aug26 | May26,Jun26,Jul26,Aug26","May26,Jun26,Jul26,Aug26",10287,1.04,"Live double count - both open, data in the same months"
ZZZZ001261,NMI,2,2,700000536_ZZZZ001261 | Tenant 700000536_ZZZZ001261,Cardiff - Rail | Cardiff - Rail,CleanPeakEnergy | CleanPeakEnergy,Electricity Small Market | Electricity Small Market,open | open,"Mar26,Apr26,May26,Jun26,Jul26,Aug26 | Mar26,Apr26,May26,Jun26,Jul26,Aug26","Mar26,Apr26,May26,Jun26,Jul26,Aug26",-566457,-362.53,"Live double count - both open, data in the same months"
QB05383854,NMI,4,1,50002618016_QB05383854 | 1003081_QB05383854 | 5000021_QB05383854 | DOWN001_QB05383854,Asphalt Prod - Archerfield (406) | Asphalt Prod - Archerfield (406) | Asphalt Prod - Archerfield (406) | Asphalt Prod - Archerfield (406),Origin | CSEnergy | CSEnergy | InterGen,Electricity Large Market | Electricity Small Market | Electricity Small Market | Electricity Small Market,30 Jun 2023 | open | 31 Mar 2026 | 30 Jun 2020,"none | Apr26,May26,Jun26,Jul26,Aug26 | Mar26,May26 | none",May26,64727,43.37,"Overlap in the export, but one side now carries a Replaced On"
3117134943,NMI,4,1,50002618003_3117134943 | 1003084_3117134943 | 5000021_3117134943 | DOWN001_3117134943,Teneriffe - Brisbane (QLD) | Teneriffe - Brisbane (QLD) | Teneriffe - Brisbane (QLD) | Teneriffe - Brisbane (QLD),Origin | CSEnergy | CSEnergy | InterGen,Electricity Large Market | Electricity Small Market | Electricity Small Market | Electricity Small Market,30 Jun 2023 | open | 31 May 2026 | 30 Jun 2020,"none | Apr26,May26,Jun26,Jul26,Aug26 | Mar26,Apr26,May26 | none","Apr26,May26",25172,16.87,"Overlap in the export, but one side now carries a Replaced On"
QB06082220,NMI,5,1,50002618006_QB06082220 | 1003083_QB06082220 | 5000021_QB06082220 | 900018193_QB06082220 | DOWN001_QB06082220,MT-Carrara | MT-Carrara | MT-Carrara | MT-Carrara | MT-Carrara,Origin | CSEnergy | CSEnergy | EngieAU | InterGen,Electricity Large Market | Electricity Small Market | Electricity Small Market | Electricity Small Market | Electricity Small Market,30 Jun 2023 | 30 Jun 2026 | 31 May 2026 | open | 30 Jun 2020,"none | Apr26,May26,Jun26 | Mar26,Apr26,May26 | Jul26,Aug26 | none","Apr26,May26",13026,8.73,"Overlap in the export, but one side now carries a Replaced On"
3116600011,NMI,5,1,50002618011_3116600011 | 1003086_3116600011 | 5000021_3116600011 | 900018192_3116600011 | DOWN001_3116600011,Richlands | Richlands | Richlands | Richlands | Richlands,Origin | CSEnergy | CSEnergy | EngieAU | InterGen,Electricity Large Market | Electricity Small Market | Electricity Small Market | Electricity Small Market | Electricity Small Market,30 Jun 2023 | 30 Jun 2026 | 30 Jun 2026 | open | 30 Jun 2020,"none | Apr26,May26,Jun26 | Mar26,Apr26,May26,Jun26 | Jul26,Aug26 | none","Apr26,May26,Jun26",11194,7.5,"Overlap in the export, but one side now carries a Replaced On"
3120129028,NMI,4,1,50002618009_3120129028 | 1003085_3120129028 | 5000021_3120129028 | DOWN001_3120129028,Gympie | Gympie | Gympie | Gympie,Origin | CSEnergy | CSEnergy | InterGen,Electricity Large Market | Electricity Small Market | Electricity Small Market | Electricity Small Market,30 Jun 2023 | open | 31 Mar 2026 | 30 Jun 2020,"none | Apr26,May26,Jun26,Jul26,Aug26 | Mar26,May26 | none",May26,10718,7.18,"Overlap in the export, but one side now carries a Replaced On"
0088966150PCC88,ICP,2,2,0088966150PCC88 | 0088966150PCC88,1259 Okau Road  Ahititi | 54 Mokau Road  Urenui,Meridian | Meridian,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],open | open,none | none,,0,0.0,"Both open, only one recording"
1000620792PC805,ICP,2,2,ICP_1000620792PC805 | ICP_1000620792PC805,Roadmarking - Lower South | 778 SH29 - Tauriko West Enabling Works, | Meridian,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],open | open,"none | Mar26,Apr26,May26,Jun26,Jul26",,0,0.0,"Both open, only one recording"
3051446111,NMI,4,2,13681923_3051446111 | 52415635_3051446111 | A-30EB9310_3051446111 | A-7AFDE2F2_3051446111,RPQ Townsville | RPQ Townsville | RPQ Townsville | RPQ Townsville,Ergon | Ergon | Ergon | Ergon,Electricity Small Market | Electricity Small Market | Electricity Small Market | Electricity Small Market,03 Jul 2023 | 02 Mar 2024 | open | open,none | none | none | none,,0,0.0,"Both open, only one recording"
0000000674NT23F,ICP,2,0,5093_ICP_0000000674NT23F | 55330_ICP_0000000674NT23F,_CLOSED_Quarry_Bartletts | Quarry - Bartletts,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 Mar 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000004290DEF89,ICP,2,0,5026_ICP_0000004290DEF89 | 55660_ICP_0000004290DEF89,_CLOSED_Depot_T_Dunedin (Green Island) | Dunedin Depot (Green Island ),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000013193EA6E3,ICP,2,0,5042_ICP_0000013193EA6E3 | 55643_ICP_0000013193EA6E3,_CLOSED_Depot_T_Methven (Excell) | Methven Depot (Excell),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000014169CPCB1,ICP,2,0,5167_ICP_0000014169CPCB1 | 8140_ICP_0000014169CPCB1,_CLOSED_Support_T_South | Construction South,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 Mar 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000014355CP250,ICP,2,0,5009_ICP_0000014355CP250 | 91261_ICP_0000014355CP250,_CLOSED_Support_Corp_Property | Palm North (315 Albert St), | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000014753CPFDE,ICP,2,0,5167_ICP_0000014753CPFDE | 8140_ICP_0000014753CPFDE,_CLOSED_Support_T_South | Construction South,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000015023HBABD,ICP,3,1,5032_ICP_0000015023HBABD | 55582_ICP_0000015023HBABD | Eco_ICP_0000015023HBABD,_CLOSED_Depot_T_Hastings | Hastings Depot | Hastings Depot,Downer | Downer | Ecotricity,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Apr 2023 | open,"none | none | Mar26,Apr26,May26,Jun26,Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000018894CP174,ICP,2,0,5317_ICP_0000018894CP174 | JP_DN1168_ICP_0000018894CP174,_CLOSED_T_North_Balance of Plant Turitea | Balance of Plant Turitea,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2024,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000018910CPC30,ICP,2,0,5003_ICP_0000018910CPC30 | 9010_ICP_0000018910CPC30,_CLOSED_Recharges_BP | Hawkins Construction Recharges,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 Mar 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000018917CP1FA,ICP,2,0,5003_ICP_0000018917CP1FA | 5104_ICP_0000018917CP1FA,_CLOSED_Recharges_BP | _CLOSED_Support_T_Plant,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2022,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000023772WE350,ICP,2,0,5003_ICP_0000023772WE350 | 9010_ICP_0000023772WE350,_CLOSED_Recharges_BP | Hawkins Construction Recharges,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 Mar 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000024744TR7DE,ICP,2,0,5002_ICP_0000024744TR7DE | 9009_ICP_0000024744TR7DE,"_CLOSED_Recharges_HO_P&G | Wharf Road, Coromandel",Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000025040UN2AE,ICP,2,0,5002_ICP_0000025040UN2AE | 9009_ICP_0000025040UN2AE,"_CLOSED_Recharges_HO_P&G | Wharf Road, Coromandel",Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000028649TRA01,ICP,2,0,5040_ICP_0000028649TRA01 | 91266_ICP_0000028649TRA01,_CLOSED_Depot_T_Lower Hutt | Lower Hutt (26A Bracken St),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000029575HBC93,ICP,2,0,5032_ICP_0000029575HBC93 | 55582_ICP_0000029575HBC93,_CLOSED_Depot_T_Hastings | Hastings Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000029746CH3C0,ICP,2,0,5009_ICP_0000029746CH3C0 | 91001_ICP_0000029746CH3C0,_CLOSED_Support_Corp_Property | Properties Overheads,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000030435CPDEF,ICP,2,0,5003_ICP_0000030435CPDEF | 9010_ICP_0000030435CPDEF,_CLOSED_Recharges_BP | Hawkins Construction Recharges,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000031643WEA48,ICP,3,1,5031_ICP_0000031643WEA48 | 55540_ICP_0000031643WEA48 | Eco_ICP_0000031643WEA48,_CLOSED_Depot_T_Hamilton | Hamilton Depot | Hamilton Depot,Downer | Downer | Ecotricity,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Apr 2023 | open,"none | none | Mar26,Apr26,May26,Jun26,Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000031877CP263,ICP,2,0,5167_ICP_0000031877CP263 | 8140_ICP_0000031877CP263,_CLOSED_Support_T_South | Construction South,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 Mar 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000032992HB0EE,ICP,2,0,5009_ICP_0000032992HB0EE | 91803_ICP_0000032992HB0EE,_CLOSED_Support_Corp_Property | AKL Pt Chev (1A Carrington Rd),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000035852CP4F9,ICP,2,0,5317_ICP_0000035852CP4F9 | JP_DN1168_ICP_0000035852CP4F9,_CLOSED_T_North_Balance of Plant Turitea | Balance of Plant Turitea,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2024,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000037610UN701,ICP,2,0,5046_ICP_0000037610UN701 | 55552_ICP_0000037610UN701,_CLOSED_Depot_T_Paeroa | Paeroa Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000041352NT1D5,ICP,2,0,5142_ICP_0000041352NT1D5 | 63990_ICP_0000041352NT1D5,_CLOSED_Support_U_P&G_Electricity | Utilities Support Misc Rechges,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000041531NT4E3,ICP,2,0,5104_ICP_0000041531NT4E3 | 5174_ICP_0000041531NT4E3,_CLOSED_Support_T_Plant | _CLOSED_T_South_Residual-Jobs-Jobpac,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2022,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000046823WED6A,ICP,2,0,5104_ICP_0000046823WED6A | 5124_ICP_0000046823WED6A,_CLOSED_Support_T_Plant | _CLOSED_T_Waikato,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2022,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000048678UN93C,ICP,2,0,5157_ICP_0000048678UN93C | PG60126_ICP_0000048678UN93C,_CLOSED_Depot_U_P&G_Elec_Matamata | Matamata - Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000049260WE065,ICP,2,0,5003_ICP_0000049260WE065 | 9010_ICP_0000049260WE065,_CLOSED_Recharges_BP | Hawkins Construction Recharges,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 Mar 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000050496WT310,ICP,2,0,5289_ICP_0000050496WT310 | 55684_ICP_0000050496WT310,_CLOSED_Depot_T_Oamaru | Oamaru Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000052034NT6A8,ICP,3,1,5043_ICP_0000052034NT6A8 | 55610_ICP_0000052034NT6A8 | Eco_ICP_0000052034NT6A8,_CLOSED_Depot_T_Nelson | Nelson Depot | Nelson Depot,Downer | Downer | Ecotricity,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Apr 2023 | open,"none | none | Mar26,Apr26,May26,Jun26,Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000055574NT568,ICP,3,0,5043_ICP_0000055574NT568 | 5104_ICP_0000055574NT568 | 91308_ICP_0000055574NT568,_CLOSED_Depot_T_Nelson | _CLOSED_Support_T_Plant | Nelson (41a Kendall View),Downer | Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2022 | 31 May 2023,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000055906UN234,ICP,2,0,5064_ICP_0000055906UN234 | 55568_ICP_0000055906UN234,_CLOSED_Depot_T_Tirau | Tirau Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000055908UN1AF,ICP,2,0,5064_ICP_0000055908UN1AF | 55568_ICP_0000055908UN1AF,_CLOSED_Depot_T_Tirau | Tirau Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000059259TR7B4,ICP,2,0,5009_ICP_0000059259TR7B4 | 91286_ICP_0000059259TR7B4,_CLOSED_Support_Corp_Property | Wellington (3 Ayton Drive),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000064181CPEA6,ICP,3,0,5147_ICP_0000064181CPEA6 | 5161_ICP_0000064181CPEA6 | PG60233_ICP_0000064181CPEA6,_CLOSED_U_P&G_Palmerston North | _CLOSED_Depot_U_P&G_Elec_Pahiatua | Pahiatua - WM 232,Downer | Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2022 | 31 May 2023,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000066908CP6F0,ICP,2,0,5002_ICP_0000066908CP6F0 | 9009_ICP_0000066908CP6F0,"_CLOSED_Recharges_HO_P&G | Wharf Road, Coromandel",Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000066908CP6FO,ICP,2,0,5147_ICP_0000066908CP6FO | 5160_ICP_0000066908CP6FO,_CLOSED_U_P&G_Palmerston North | _CLOSED_Depot_U_P&G_Elec_Palmerston North,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2022,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000101080EN621,ICP,2,0,5009_ICP_0000101080EN621 | 91200_ICP_0000101080EN621,_CLOSED_Support_Corp_Property | Gisborne (3-58 Peel Street),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000102308DEAD2,ICP,3,1,3508_ICP_0000102308DEAD2 | 5012_ICP_0000102308DEAD2 | Eco_ICP_0000102308DEAD2,Asphalt Prod - Dunedin | _CLOSED_Asphalt_Dunedin | Asphalt Prod - Dunedin,Downer | Downer | Ecotricity,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Apr 2023 | 30 Jun 2022 | open,"none | none | Mar26,Apr26,May26,Jun26,Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000162562CK59F,ICP,3,0,5009_ICP_0000162562CK59F | 5104_ICP_0000162562CK59F | 91289_ICP_0000162562CK59F,_CLOSED_Support_Corp_Property | _CLOSED_Support_T_Plant | Porirua (105 John Burke Dr),Downer | Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2022 | 31 Mar 2023,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000164248CK099,ICP,3,0,5003_ICP_0000164248CK099 | 5258_ICP_0000164248CK099 | 9010_ICP_0000164248CK099,_CLOSED_Recharges_BP | _CLOSED_BP_Wellington_Small Jobs | Hawkins Construction Recharges,Downer | Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2022 | 30 Jun 2023,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000166865CKBDD,ICP,2,0,5003_ICP_0000166865CKBDD | 9010_ICP_0000166865CKBDD,_CLOSED_Recharges_BP | Hawkins Construction Recharges,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000167160CKE3B,ICP,2,0,5104_ICP_0000167160CKE3B | 91288_ICP_0000167160CKE3B,_CLOSED_Support_T_Plant | Porirua (25 Ulric Street),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000175238TR220,ICP,2,0,5070_ICP_0000175238TR220 | 9010_ICP_0000175238TR220,_CLOSED_Depot_T_Wellington | Hawkins Construction Recharges,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000188682UNB66,ICP,2,0,5068_ICP_0000188682UNB66 | 55524_ICP_0000188682UNB66,_CLOSED_Depot_T_Waitoki | Waitoki Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000188684UNAE9,ICP,2,0,5068_ICP_0000188684UNAE9 | 55524_ICP_0000188684UNAE9,_CLOSED_Depot_T_Waitoki | Waitoki Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000193087TRDF6,ICP,2,0,5003_ICP_0000193087TRDF6 | 9010_ICP_0000193087TRDF6,_CLOSED_Recharges_BP | Hawkins Construction Recharges,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000207204DEB5C,ICP,2,0,5009_ICP_0000207204DEB5C | 91374_ICP_0000207204DEB5C,_CLOSED_Support_Corp_Property | Dunedin (195a Cumberland St),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000207625DE64D,ICP,2,0,5026_ICP_0000207625DE64D | 55660_ICP_0000207625DE64D,_CLOSED_Depot_T_Dunedin (Green Island) | Dunedin Depot (Green Island ),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000207809DEE0D,ICP,2,0,5009_ICP_0000207809DEE0D | 5104_ICP_0000207809DEE0D,_CLOSED_Support_Corp_Property | _CLOSED_Support_T_Plant,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],31 May 2021 | 30 Jun 2021,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000212636WE1AF,ICP,2,0,5031_ICP_0000212636WE1AF | 55540_ICP_0000212636WE1AF,_CLOSED_Depot_T_Hamilton | Hamilton Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000260921MPCD5,ICP,2,0,5027_ICP_0000260921MPCD5 | 55614_ICP_0000260921MPCD5,_CLOSED_Depot_T_Engineers Camp (Lewis Pass) | Engineers Camp (Lewis Pass),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000260933MP6FD,ICP,2,0,5027_ICP_0000260933MP6FD | 55614_ICP_0000260933MP6FD,_CLOSED_Depot_T_Engineers Camp (Lewis Pass) | Engineers Camp (Lewis Pass),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000260936MPBB2,ICP,2,0,5027_ICP_0000260936MPBB2 | 55614_ICP_0000260936MPBB2,_CLOSED_Depot_T_Engineers Camp (Lewis Pass) | Engineers Camp (Lewis Pass),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000261013MP301,ICP,2,0,5009_ICP_0000261013MP301 | 91324_ICP_0000261013MP301,_CLOSED_Support_Corp_Property | Hamner Springs (22 River Road),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000304603WE255,ICP,2,0,5031_ICP_0000304603WE255 | 55540_ICP_0000304603WE255,_CLOSED_Depot_T_Hamilton | Hamilton Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000312551WT450,ICP,2,0,5140_ICP_0000312551WT450 | 561544_ICP_0000312551WT450,_CLOSED_U_ITS | DNZ National Radio Comms,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000351696EN0A9,ICP,2,0,5071_ICP_0000351696EN0A9 | 55580_ICP_0000351696EN0A9,_CLOSED_Depot_T_Gisborne | Gisborne Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000351698EN332,ICP,2,0,5071_ICP_0000351698EN332 | 55580_ICP_0000351698EN332,_CLOSED_Depot_T_Gisborne | Gisborne Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000360550WT1EC,ICP,2,0,5067_ICP_0000360550WT1EC | 91335_ICP_0000360550WT1EC,_CLOSED_Depot_T_Waitaki (OSM) | Oamaru (39 Chelmers St),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
