Page,Section,SubSection,EmissionsFactorLabel,Unit,UUID,Type,Assumptions,GHG,EmissionFactor,Uncertainties
Freight Transport,International Sea Freight,International Sea Freight,Container ship: Average,tkm,98148ad0-e998-4b35-9ab3-72a794623544,Container ship: Average,,GHG_CH4_KGCO2_e,0.00001,Unknown
Freight Transport,International Sea Freight,International Sea Freight,Container ship: Average,tkm,98148ad0-e998-4b35-9ab3-72a794623544,Container ship: Average,,GHG_CO2_KGCO2_e,0.01592,Unknown
Freight Transport,International Sea Freight,International Sea Freight,Container ship: Average,tkm,98148ad0-e998-4b35-9ab3-72a794623544,Container ship: Average,,GHG_N2O_KGCO2_e,0.00019,Unknown
Freight Transport,International Sea Freight,International Sea Freight,Container ship: Average,tkm,98148ad0-e998-4b35-9ab3-72a794623544,Container ship: Average,,GHG_TOTAL_KGCO2_e,0.01612,Unknown
Freight Transport,International Sea Freight,International Sea Freight,General cargo: 0-4999 dwt,tkm,d347e7f7-c426-48cc-aca7-7f3c7612b209,General cargo: 0-4999 dwt,,GHG_CH4_KGCO2_e,0.00000448,Unknown
Freight Transport,International Sea Freight,International Sea Freight,General cargo: 0-4999 dwt,tkm,d347e7f7-c426-48cc-aca7-7f3c7612b209,General cargo: 0-4999 dwt,,GHG_CO2_KGCO2_e,0.0139,Unknown
Freight Transport,International Sea Freight,International Sea Freight,General cargo: 0-4999 dwt,tkm,d347e7f7-c426-48cc-aca7-7f3c7612b209,General cargo: 0-4999 dwt,,GHG_N2O_KGCO2_e,0.00017,Unknown
Freight Transport,International Sea Freight,International Sea Freight,General cargo: 0-4999 dwt,tkm,d347e7f7-c426-48cc-aca7-7f3c7612b209,General cargo: 0-4999 dwt,,GHG_TOTAL_KGCO2_e,0.01407,Unknown
Freight Transport,International Sea Freight,International Sea Freight,General cargo: 0-4999 dwt 100+ TEU,tkm,2a944a1e-f2da-43e1-b19a-ecb47f931b67,General cargo: 0-4999 dwt 100+ TEU,,GHG_CH4_KGCO2_e,0.00001,Unknown
Freight Transport,International Sea Freight,International Sea Freight,General cargo: 0-4999 dwt 100+ TEU,tkm,2a944a1e-f2da-43e1-b19a-ecb47f931b67,General cargo: 0-4999 dwt 100+ TEU,,GHG_CO2_KGCO2_e,0.0198,Unknown
Freight Transport,International Sea Freight,International Sea Freight,General cargo: 0-4999 dwt 100+ TEU,tkm,2a944a1e-f2da-43e1-b19a-ecb47f931b67,General cargo: 0-4999 dwt 100+ TEU,,GHG_N2O_KGCO2_e,0.00024,Unknown
Freight Transport,International Sea Freight,International Sea Freight,General cargo: 0-4999 dwt 100+ TEU,tkm,2a944a1e-f2da-43e1-b19a-ecb47f931b67,General cargo: 0-4999 dwt 100+ TEU,,GHG_TOTAL_KGCO2_e,0.02005,Unknown
Freight Transport,International Sea Freight,International Sea Freight,"General cargo: 10,000+ dwt",tkm,437ca8ef-b773-4269-8c7e-90b50d8a1190,"General cargo: 10,000+ dwt",,GHG_CH4_KGCO2_e,0.00000448,Unknown
Freight Transport,International Sea Freight,International Sea Freight,"General cargo: 10,000+ dwt",tkm,437ca8ef-b773-4269-8c7e-90b50d8a1190,"General cargo: 10,000+ dwt",,GHG_CO2_KGCO2_e,0.0119,Unknown
Freight Transport,International Sea Freight,International Sea Freight,"General cargo: 10,000+ dwt",tkm,437ca8ef-b773-4269-8c7e-90b50d8a1190,"General cargo: 10,000+ dwt",,GHG_N2O_KGCO2_e,0.00014,Unknown
Freight Transport,International Sea Freight,International Sea Freight,"General cargo: 10,000+ dwt",tkm,437ca8ef-b773-4269-8c7e-90b50d8a1190,"General cargo: 10,000+ dwt",,GHG_TOTAL_KGCO2_e,0.01205,Unknown
Freight Transport,International Sea Freight,International Sea Freight,"General cargo: 10,000+ dwt 100+ TEU",tkm,06bdcd03-f9b8-49d9-bcfa-8d143a69a923,"General cargo: 10,000+ dwt 100+ TEU",,GHG_CH4_KGCO2_e,0.00000336,Unknown
Freight Transport,International Sea Freight,International Sea Freight,"General cargo: 10,000+ dwt 100+ TEU",tkm,06bdcd03-f9b8-49d9-bcfa-8d143a69a923,"General cargo: 10,000+ dwt 100+ TEU",,GHG_CO2_KGCO2_e,0.011,Unknown
Freight Transport,International Sea Freight,International Sea Freight,"General cargo: 10,000+ dwt 100+ TEU",tkm,06bdcd03-f9b8-49d9-bcfa-8d143a69a923,"General cargo: 10,000+ dwt 100+ TEU",,GHG_N2O_KGCO2_e,0.00013,Unknown
Freight Transport,International Sea Freight,International Sea Freight,"General cargo: 10,000+ dwt 100+ TEU",tkm,06bdcd03-f9b8-49d9-bcfa-8d143a69a923,"General cargo: 10,000+ dwt 100+ TEU",,GHG_TOTAL_KGCO2_e,0.01114,Unknown
Freight Transport,International Sea Freight,International Sea Freight,General cargo: 5000-9999 dwt,tkm,21dbbc1d-3b62-4eb3-87ab-74ec7b990159,General cargo: 5000-9999 dwt,,GHG_CH4_KGCO2_e,0.00001,Unknown
Freight Transport,International Sea Freight,International Sea Freight,General cargo: 5000-9999 dwt,tkm,21dbbc1d-3b62-4eb3-87ab-74ec7b990159,General cargo: 5000-9999 dwt,,GHG_CO2_KGCO2_e,0.0158,Unknown
Freight Transport,International Sea Freight,International Sea Freight,General cargo: 5000-9999 dwt,tkm,21dbbc1d-3b62-4eb3-87ab-74ec7b990159,General cargo: 5000-9999 dwt,,GHG_N2O_KGCO2_e,0.00019,Unknown
Freight Transport,International Sea Freight,International Sea Freight,General cargo: 5000-9999 dwt,tkm,21dbbc1d-3b62-4eb3-87ab-74ec7b990159,General cargo: 5000-9999 dwt,,GHG_TOTAL_KGCO2_e,0.016,Unknown
Freight Transport,International Sea Freight,International Sea Freight,General cargo: 5000-9999 dwt 100+ TEU,tkm,d547cdd3-7ead-4943-9d06-b0a10a1edf60,General cargo: 5000-9999 dwt 100+ TEU,,GHG_CH4_KGCO2_e,0.00001,Unknown
Freight Transport,International Sea Freight,International Sea Freight,General cargo: 5000-9999 dwt 100+ TEU,tkm,d547cdd3-7ead-4943-9d06-b0a10a1edf60,General cargo: 5000-9999 dwt 100+ TEU,,GHG_CO2_KGCO2_e,0.0175,Unknown
Freight Transport,International Sea Freight,International Sea Freight,General cargo: 5000-9999 dwt 100+ TEU,tkm,d547cdd3-7ead-4943-9d06-b0a10a1edf60,General cargo: 5000-9999 dwt 100+ TEU,,GHG_N2O_KGCO2_e,0.00021,Unknown
Freight Transport,International Sea Freight,International Sea Freight,General cargo: 5000-9999 dwt 100+ TEU,tkm,d547cdd3-7ead-4943-9d06-b0a10a1edf60,General cargo: 5000-9999 dwt 100+ TEU,,GHG_TOTAL_KGCO2_e,0.01772,Unknown
Freight Transport,International Sea Freight,International Sea Freight,General cargo: Average,tkm,e78aced8-b870-4c15-852e-1c2475394629,General cargo: Average,,GHG_CH4_KGCO2_e,0.00000448,Unknown
Freight Transport,International Sea Freight,International Sea Freight,General cargo: Average,tkm,e78aced8-b870-4c15-852e-1c2475394629,General cargo: Average,,GHG_CO2_KGCO2_e,0.01305,Unknown
Freight Transport,International Sea Freight,International Sea Freight,General cargo: Average,tkm,e78aced8-b870-4c15-852e-1c2475394629,General cargo: Average,,GHG_N2O_KGCO2_e,0.00016,Unknown
Freight Transport,International Sea Freight,International Sea Freight,General cargo: Average,tkm,e78aced8-b870-4c15-852e-1c2475394629,General cargo: Average,,GHG_TOTAL_KGCO2_e,0.01321,Unknown
Freight Transport,International Sea Freight,International Sea Freight,Refrigerated cargo: All dwt,tkm,cc1203c0-031c-4944-afd8-bf0a916b7304,Refrigerated cargo: All dwt,,GHG_CH4_KGCO2_e,0.00000448,Unknown
Freight Transport,International Sea Freight,International Sea Freight,Refrigerated cargo: All dwt,tkm,cc1203c0-031c-4944-afd8-bf0a916b7304,Refrigerated cargo: All dwt,,GHG_CO2_KGCO2_e,0.0129,Unknown
Freight Transport,International Sea Freight,International Sea Freight,Refrigerated cargo: All dwt,tkm,cc1203c0-031c-4944-afd8-bf0a916b7304,Refrigerated cargo: All dwt,,GHG_N2O_KGCO2_e,0.00016,Unknown
Freight Transport,International Sea Freight,International Sea Freight,Refrigerated cargo: All dwt,tkm,cc1203c0-031c-4944-afd8-bf0a916b7304,Refrigerated cargo: All dwt,,GHG_TOTAL_KGCO2_e,0.01306,Unknown
Freight Transport,International Sea Freight,International Sea Freight,RoRo-Ferry: 0-1999 LM,tkm,1d82ca28-fe7d-40d9-952a-30d89b1104ee,RoRo-Ferry: 0-1999 LM,,GHG_CH4_KGCO2_e,0.00002,Unknown
Freight Transport,International Sea Freight,International Sea Freight,RoRo-Ferry: 0-1999 LM,tkm,1d82ca28-fe7d-40d9-952a-30d89b1104ee,RoRo-Ferry: 0-1999 LM,,GHG_CO2_KGCO2_e,0.0603,Unknown
Freight Transport,International Sea Freight,International Sea Freight,RoRo-Ferry: 0-1999 LM,tkm,1d82ca28-fe7d-40d9-952a-30d89b1104ee,RoRo-Ferry: 0-1999 LM,,GHG_N2O_KGCO2_e,0.00073,Unknown
Freight Transport,International Sea Freight,International Sea Freight,RoRo-Ferry: 0-1999 LM,tkm,1d82ca28-fe7d-40d9-952a-30d89b1104ee,RoRo-Ferry: 0-1999 LM,,GHG_TOTAL_KGCO2_e,0.06105,Unknown
Freight Transport,International Sea Freight,International Sea Freight,RoRo-Ferry: 2000+ LM,tkm,1d33d5e4-8bf1-427d-b210-7eaaa6e15ee4,RoRo-Ferry: 2000+ LM,,GHG_CH4_KGCO2_e,0.00002,Unknown
Freight Transport,International Sea Freight,International Sea Freight,RoRo-Ferry: 2000+ LM,tkm,1d33d5e4-8bf1-427d-b210-7eaaa6e15ee4,RoRo-Ferry: 2000+ LM,,GHG_CO2_KGCO2_e,0.0495,Unknown
Freight Transport,International Sea Freight,International Sea Freight,RoRo-Ferry: 2000+ LM,tkm,1d33d5e4-8bf1-427d-b210-7eaaa6e15ee4,RoRo-Ferry: 2000+ LM,,GHG_N2O_KGCO2_e,0.0006,Unknown
Freight Transport,International Sea Freight,International Sea Freight,RoRo-Ferry: 2000+ LM,tkm,1d33d5e4-8bf1-427d-b210-7eaaa6e15ee4,RoRo-Ferry: 2000+ LM,,GHG_TOTAL_KGCO2_e,0.05012,Unknown
Freight Transport,International Sea Freight,International Sea Freight,RoRo-Ferry: Average,tkm,40cde2a8-9306-4d79-a895-dd16b5f15785,RoRo-Ferry: Average,,GHG_CH4_KGCO2_e,0.00002,Unknown
Freight Transport,International Sea Freight,International Sea Freight,RoRo-Ferry: Average,tkm,40cde2a8-9306-4d79-a895-dd16b5f15785,RoRo-Ferry: Average,,GHG_CO2_KGCO2_e,0.05095,Unknown
Freight Transport,International Sea Freight,International Sea Freight,RoRo-Ferry: Average,tkm,40cde2a8-9306-4d79-a895-dd16b5f15785,RoRo-Ferry: Average,,GHG_N2O_KGCO2_e,0.00062,Unknown
Freight Transport,International Sea Freight,International Sea Freight,RoRo-Ferry: Average,tkm,40cde2a8-9306-4d79-a895-dd16b5f15785,RoRo-Ferry: Average,,GHG_TOTAL_KGCO2_e,0.05158,Unknown
Freight Transport,International Sea Freight,International Sea Freight,RoRo-Ferry: Large RoPax ferry,tkm,90d403ee-9ee8-42bb-be07-e5325c7deef4,RoRo-Ferry: Large RoPax ferry,,GHG_CH4_KGCO2_e,0.00012,Unknown
Freight Transport,International Sea Freight,International Sea Freight,RoRo-Ferry: Large RoPax ferry,tkm,90d403ee-9ee8-42bb-be07-e5325c7deef4,RoRo-Ferry: Large RoPax ferry,,GHG_CO2_KGCO2_e,0.3715,Unknown
Freight Transport,International Sea Freight,International Sea Freight,RoRo-Ferry: Large RoPax ferry,tkm,90d403ee-9ee8-42bb-be07-e5325c7deef4,RoRo-Ferry: Large RoPax ferry,,GHG_N2O_KGCO2_e,0.0045,Unknown
Freight Transport,International Sea Freight,International Sea Freight,RoRo-Ferry: Large RoPax ferry,tkm,90d403ee-9ee8-42bb-be07-e5325c7deef4,RoRo-Ferry: Large RoPax ferry,,GHG_TOTAL_KGCO2_e,0.37612,Unknown
Freight Transport,International Sea Freight,International Sea Freight,Vehicle transport: 0-3999 CEU,tkm,20b6898b-a59e-4f70-9979-493a68fb80b2,Vehicle transport: 0-3999 CEU,,GHG_CH4_KGCO2_e,0.00002,Unknown
Freight Transport,International Sea Freight,International Sea Freight,Vehicle transport: 0-3999 CEU,tkm,20b6898b-a59e-4f70-9979-493a68fb80b2,Vehicle transport: 0-3999 CEU,,GHG_CO2_KGCO2_e,0.0576,Unknown
Freight Transport,International Sea Freight,International Sea Freight,Vehicle transport: 0-3999 CEU,tkm,20b6898b-a59e-4f70-9979-493a68fb80b2,Vehicle transport: 0-3999 CEU,,GHG_N2O_KGCO2_e,0.0007,Unknown
Freight Transport,International Sea Freight,International Sea Freight,Vehicle transport: 0-3999 CEU,tkm,20b6898b-a59e-4f70-9979-493a68fb80b2,Vehicle transport: 0-3999 CEU,,GHG_TOTAL_KGCO2_e,0.05832,Unknown
Freight Transport,International Sea Freight,International Sea Freight,Vehicle transport: 4000+ CEU,tkm,5fd6d3e4-db2f-41b8-be7a-0bf240eeb10d,Vehicle transport: 4000+ CEU,,GHG_CH4_KGCO2_e,0.00001,Unknown
Freight Transport,International Sea Freight,International Sea Freight,Vehicle transport: 4000+ CEU,tkm,5fd6d3e4-db2f-41b8-be7a-0bf240eeb10d,Vehicle transport: 4000+ CEU,,GHG_CO2_KGCO2_e,0.032,Unknown
Freight Transport,International Sea Freight,International Sea Freight,Vehicle transport: 4000+ CEU,tkm,5fd6d3e4-db2f-41b8-be7a-0bf240eeb10d,Vehicle transport: 4000+ CEU,,GHG_N2O_KGCO2_e,0.00039,Unknown
Freight Transport,International Sea Freight,International Sea Freight,Vehicle transport: 4000+ CEU,tkm,5fd6d3e4-db2f-41b8-be7a-0bf240eeb10d,Vehicle transport: 4000+ CEU,,GHG_TOTAL_KGCO2_e,0.0324,Unknown
Freight Transport,International Sea Freight,International Sea Freight,Vehicle transport: Average,tkm,6511800b-0bea-4508-9ff8-6c73d628ab4d,Vehicle transport: Average,,GHG_CH4_KGCO2_e,0.00001,Unknown
Freight Transport,International Sea Freight,International Sea Freight,Vehicle transport: Average,tkm,6511800b-0bea-4508-9ff8-6c73d628ab4d,Vehicle transport: Average,,GHG_CO2_KGCO2_e,0.03805,Unknown
Freight Transport,International Sea Freight,International Sea Freight,Vehicle transport: Average,tkm,6511800b-0bea-4508-9ff8-6c73d628ab4d,Vehicle transport: Average,,GHG_N2O_KGCO2_e,0.00046,Unknown
Freight Transport,International Sea Freight,International Sea Freight,Vehicle transport: Average,tkm,6511800b-0bea-4508-9ff8-6c73d628ab4d,Vehicle transport: Average,,GHG_TOTAL_KGCO2_e,0.03852,Unknown
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel hybrid: 1350 - <1600 cc,km,f30472ee-9cd5-492e-b120-73f186477e92:2,Diesel hybrid: 1350 - <1600 cc,,GHG_CH4_KGCO2_e,0.000250643,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel hybrid: 1350 - <1600 cc,km,f30472ee-9cd5-492e-b120-73f186477e92:2,Diesel hybrid: 1350 - <1600 cc,,GHG_CO2_KGCO2_e,0.166953,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel hybrid: 1350 - <1600 cc,km,f30472ee-9cd5-492e-b120-73f186477e92:2,Diesel hybrid: 1350 - <1600 cc,,GHG_N2O_KGCO2_e,0.00237216,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel hybrid: 1350 - <1600 cc,km,f30472ee-9cd5-492e-b120-73f186477e92:2,Diesel hybrid: 1350 - <1600 cc,,GHG_TOTAL_KGCO2_e,0.169575,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel hybrid: 1600 - <2000 cc,km,cffcd54a-ae3d-4018-82c5-c29a0fff854b:2,Diesel hybrid: 1600 - <2000 cc,,GHG_CH4_KGCO2_e,0.00033366,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel hybrid: 1600 - <2000 cc,km,cffcd54a-ae3d-4018-82c5-c29a0fff854b:2,Diesel hybrid: 1600 - <2000 cc,,GHG_CO2_KGCO2_e,0.222251,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel hybrid: 1600 - <2000 cc,km,cffcd54a-ae3d-4018-82c5-c29a0fff854b:2,Diesel hybrid: 1600 - <2000 cc,,GHG_N2O_KGCO2_e,0.00315786,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel hybrid: 1600 - <2000 cc,km,cffcd54a-ae3d-4018-82c5-c29a0fff854b:2,Diesel hybrid: 1600 - <2000 cc,,GHG_TOTAL_KGCO2_e,0.225742,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel hybrid: 2000 - <3000 cc,km,b12aa399-60b4-4df9-a1e3-2a6db2ef7baa:2,Diesel hybrid: 2000 - <3000 cc,,GHG_CH4_KGCO2_e,0.00035777,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel hybrid: 2000 - <3000 cc,km,b12aa399-60b4-4df9-a1e3-2a6db2ef7baa:2,Diesel hybrid: 2000 - <3000 cc,,GHG_CO2_KGCO2_e,0.23831,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel hybrid: 2000 - <3000 cc,km,b12aa399-60b4-4df9-a1e3-2a6db2ef7baa:2,Diesel hybrid: 2000 - <3000 cc,,GHG_N2O_KGCO2_e,0.00338603,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel hybrid: 2000 - <3000 cc,km,b12aa399-60b4-4df9-a1e3-2a6db2ef7baa:2,Diesel hybrid: 2000 - <3000 cc,,GHG_TOTAL_KGCO2_e,0.242053,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel hybrid: <1350 cc,km,ebc8627b-ad86-44aa-b553-cc87a0055507:2,Diesel hybrid: <1350 cc,,GHG_CH4_KGCO2_e,0.000260458,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel hybrid: <1350 cc,km,ebc8627b-ad86-44aa-b553-cc87a0055507:2,Diesel hybrid: <1350 cc,,GHG_CO2_KGCO2_e,0.173491,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel hybrid: <1350 cc,km,ebc8627b-ad86-44aa-b553-cc87a0055507:2,Diesel hybrid: <1350 cc,,GHG_N2O_KGCO2_e,0.00246505,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel hybrid: <1350 cc,km,ebc8627b-ad86-44aa-b553-cc87a0055507:2,Diesel hybrid: <1350 cc,,GHG_TOTAL_KGCO2_e,0.176216,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel hybrid: >=3000 cc,km,50b6dd15-146e-42be-a97d-0b748104a891:2,Diesel hybrid: >=3000 cc,,GHG_CH4_KGCO2_e,0.000362272,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel hybrid: >=3000 cc,km,50b6dd15-146e-42be-a97d-0b748104a891:2,Diesel hybrid: >=3000 cc,,GHG_CO2_KGCO2_e,0.241309,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel hybrid: >=3000 cc,km,50b6dd15-146e-42be-a97d-0b748104a891:2,Diesel hybrid: >=3000 cc,,GHG_N2O_KGCO2_e,0.00342865,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel hybrid: >=3000 cc,km,50b6dd15-146e-42be-a97d-0b748104a891:2,Diesel hybrid: >=3000 cc,,GHG_TOTAL_KGCO2_e,0.2451,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel: 1350 - <1600 cc,km,67763782-b5cb-43ff-9343-8521aba0ab07:2,Diesel: 1350 - <1600 cc,,GHG_CH4_KGCO2_e,0.000279421,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel: 1350 - <1600 cc,km,67763782-b5cb-43ff-9343-8521aba0ab07:2,Diesel: 1350 - <1600 cc,,GHG_CO2_KGCO2_e,0.186122,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel: 1350 - <1600 cc,km,67763782-b5cb-43ff-9343-8521aba0ab07:2,Diesel: 1350 - <1600 cc,,GHG_N2O_KGCO2_e,0.00264452,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel: 1350 - <1600 cc,km,67763782-b5cb-43ff-9343-8521aba0ab07:2,Diesel: 1350 - <1600 cc,,GHG_TOTAL_KGCO2_e,0.189046,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel: 1600 - <2000 cc,km,92bdf71b-cc5f-4ffc-bd88-ae2b01bcd888:2,Diesel: 1600 - <2000 cc,,GHG_CH4_KGCO2_e,0.000371971,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel: 1600 - <2000 cc,km,92bdf71b-cc5f-4ffc-bd88-ae2b01bcd888:2,Diesel: 1600 - <2000 cc,,GHG_CO2_KGCO2_e,0.247769,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel: 1600 - <2000 cc,km,92bdf71b-cc5f-4ffc-bd88-ae2b01bcd888:2,Diesel: 1600 - <2000 cc,,GHG_N2O_KGCO2_e,0.00352044,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel: 1600 - <2000 cc,km,92bdf71b-cc5f-4ffc-bd88-ae2b01bcd888:2,Diesel: 1600 - <2000 cc,,GHG_TOTAL_KGCO2_e,0.251661,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel: 2000 - <3000 cc,km,a56e64ad-d53e-4c75-a94b-c259eaa5935b:2,Diesel: 2000 - <3000 cc,,GHG_CH4_KGCO2_e,0.000398848,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel: 2000 - <3000 cc,km,a56e64ad-d53e-4c75-a94b-c259eaa5935b:2,Diesel: 2000 - <3000 cc,,GHG_CO2_KGCO2_e,0.265672,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel: 2000 - <3000 cc,km,a56e64ad-d53e-4c75-a94b-c259eaa5935b:2,Diesel: 2000 - <3000 cc,,GHG_N2O_KGCO2_e,0.00377481,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel: 2000 - <3000 cc,km,a56e64ad-d53e-4c75-a94b-c259eaa5935b:2,Diesel: 2000 - <3000 cc,,GHG_TOTAL_KGCO2_e,0.269846,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel: <1350 cc,km,37f7e193-1dc0-433b-a817-f607b1bdbfeb:2,Diesel: <1350 cc,,GHG_CH4_KGCO2_e,0.000290364,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel: <1350 cc,km,37f7e193-1dc0-433b-a817-f607b1bdbfeb:2,Diesel: <1350 cc,,GHG_CO2_KGCO2_e,0.193411,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel: <1350 cc,km,37f7e193-1dc0-433b-a817-f607b1bdbfeb:2,Diesel: <1350 cc,,GHG_N2O_KGCO2_e,0.00274809,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel: <1350 cc,km,37f7e193-1dc0-433b-a817-f607b1bdbfeb:2,Diesel: <1350 cc,,GHG_TOTAL_KGCO2_e,0.196449,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel: >=3000 cc,km,8e536614-3404-476e-9b15-cfd5485ffa3a:2,Diesel: >=3000 cc,,GHG_CH4_KGCO2_e,0.000403868,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel: >=3000 cc,km,8e536614-3404-476e-9b15-cfd5485ffa3a:2,Diesel: >=3000 cc,,GHG_CO2_KGCO2_e,0.269015,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel: >=3000 cc,km,8e536614-3404-476e-9b15-cfd5485ffa3a:2,Diesel: >=3000 cc,,GHG_N2O_KGCO2_e,0.00382232,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Diesel: >=3000 cc,km,8e536614-3404-476e-9b15-cfd5485ffa3a:2,Diesel: >=3000 cc,,GHG_TOTAL_KGCO2_e,0.273242,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Electric vehicle: 1350 - <1600 cc,km,7370a358-ae1d-4710-9a70-f46335010f61,Electric vehicle: 1350 - <1600 cc,,GHG_CH4_KGCO2_e,0.000588334,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Electric vehicle: 1350 - <1600 cc,km,7370a358-ae1d-4710-9a70-f46335010f61,Electric vehicle: 1350 - <1600 cc,,GHG_CO2_KGCO2_e,0.0186073,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Electric vehicle: 1350 - <1600 cc,km,7370a358-ae1d-4710-9a70-f46335010f61,Electric vehicle: 1350 - <1600 cc,,GHG_N2O_KGCO2_e,0.0000300119,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Electric vehicle: 1350 - <1600 cc,km,7370a358-ae1d-4710-9a70-f46335010f61,Electric vehicle: 1350 - <1600 cc,,GHG_TOTAL_KGCO2_e,0.0192257,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Electric vehicle: 1600 - <2000 cc,km,f5075020-12df-47be-a96a-92f2af79c0f7,Electric vehicle: 1600 - <2000 cc,,GHG_CH4_KGCO2_e,0.000665631,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Electric vehicle: 1600 - <2000 cc,km,f5075020-12df-47be-a96a-92f2af79c0f7,Electric vehicle: 1600 - <2000 cc,,GHG_CO2_KGCO2_e,0.021052,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Electric vehicle: 1600 - <2000 cc,km,f5075020-12df-47be-a96a-92f2af79c0f7,Electric vehicle: 1600 - <2000 cc,,GHG_N2O_KGCO2_e,0.0000339549,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Electric vehicle: 1600 - <2000 cc,km,f5075020-12df-47be-a96a-92f2af79c0f7,Electric vehicle: 1600 - <2000 cc,,GHG_TOTAL_KGCO2_e,0.0217516,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Electric vehicle: 2000 - <3000 cc,km,9f46264c-4ca1-4585-a5ea-594d1b1114ed,Electric vehicle: 2000 - <3000 cc,,GHG_CH4_KGCO2_e,0.000819811,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Electric vehicle: 2000 - <3000 cc,km,9f46264c-4ca1-4585-a5ea-594d1b1114ed,Electric vehicle: 2000 - <3000 cc,,GHG_CO2_KGCO2_e,0.0259283,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Electric vehicle: 2000 - <3000 cc,km,9f46264c-4ca1-4585-a5ea-594d1b1114ed,Electric vehicle: 2000 - <3000 cc,,GHG_N2O_KGCO2_e,0.0000418199,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Electric vehicle: 2000 - <3000 cc,km,9f46264c-4ca1-4585-a5ea-594d1b1114ed,Electric vehicle: 2000 - <3000 cc,,GHG_TOTAL_KGCO2_e,0.0267899,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Electric vehicle: <1350 cc,km,1fab9743-7c09-4286-8afd-bdd8b0653118,Electric vehicle: <1350 cc,,GHG_CH4_KGCO2_e,0.000547925,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Electric vehicle: <1350 cc,km,1fab9743-7c09-4286-8afd-bdd8b0653118,Electric vehicle: <1350 cc,,GHG_CO2_KGCO2_e,0.0173293,
Freight Transport,Light Commercial Vehicles,2010-2015 Fleet,Electric vehicle: <1350 cc,km,1fab9743-7c09-4286-8afd-bdd8b0653118,Electric vehicle: <1350 cc,,GHG_N2O_KGCO2_e,0.0000279505,
